category,city,year,sales_amount,sales_amount_sum,sales_amount_mean,sales_amount_count,days_since_join_first,time_since_join_first
home,los angelos,2021,1170.02,1170.02,1170.02,1,1580,4 year(s) and 4 month(s)
home,los angelos,2021,1633.52,1633.52,1633.52,1,1739,4 year(s) and 9 month(s)
home,los angelos,2021,1638.56,1638.56,1638.56,1,1700,4 year(s) and 8 month(s)
home,los angelos,2021,1683.65,3367.3,1683.65,2,1442,3 year(s) and 11 month(s)
home,los angelos,2021,1901.08,1901.08,1901.08,1,1648,4 year(s) and 6 month(s)
home,los angelos,2021,2000.25,2000.25,2000.25,1,1612,4 year(s) and 5 month(s)
home,los angelos,2021,2400.3,2400.3,2400.3,1,1504,4 year(s) and 1 month(s)
home,los angelos,2022,269.7,269.7,269.7,1,1212,3 year(s) and 3 month(s)
home,los angelos,2022,348.77,697.54,348.77,2,1169,3 year(s) and 2 month(s)
home,los angelos,2022,408.38,408.38,408.38,1,1173,3 year(s) and 2 month(s)
home,los angelos,2022,484.3,484.3,484.3,1,1334,3 year(s) and 7 month(s)
home,los angelos,2022,686.05,686.05,686.05,1,1212,3 year(s) and 3 month(s)
home,los angelos,2022,735.08,735.08,735.08,1,1136,3 year(s) and 1 month(s)
home,los angelos,2022,748.29,748.29,748.29,1,1173,3 year(s) and 2 month(s)
home,los angelos,2022,768.16,768.16,768.16,1,1212,3 year(s) and 3 month(s)
home,los angelos,2022,804.69,804.69,804.69,1,1248,3 year(s) and 5 month(s)
home,los angelos,2022,855.49,855.49,855.49,1,1197,3 year(s) and 3 month(s)
home,los angelos,2022,871.92,871.92,871.92,1,1173,3 year(s) and 2 month(s)
home,los angelos,2022,882.12,882.12,882.12,1,1151,3 year(s) and 1 month(s)
home,los angelos,2022,886.68,886.68,886.68,1,1334,3 year(s) and 7 month(s)
home,los angelos,2022,921.69,1843.38,921.69,2,1133,3 year(s) and 1 month(s)
home,los angelos,2022,1066.8,1066.8,1066.8,1,1345,3 year(s) and 8 month(s)
home,los angelos,2022,1229.06,1229.06,1229.06,1,1319,3 year(s) and 7 month(s)
home,los angelos,2022,1411.02,1411.02,1411.02,1,1310,3 year(s) and 7 month(s)
home,los angelos,2022,1503.74,1503.74,1503.74,1,1169,3 year(s) and 2 month(s)
home,los angelos,2022,1536.15,1536.15,1536.15,1,1173,3 year(s) and 2 month(s)
home,los angelos,2022,1715.12,1715.12,1715.12,1,1184,3 year(s) and 2 month(s)
home,los angelos,2022,1800.22,1800.22,1800.22,1,1345,3 year(s) and 8 month(s)
home,los angelos,2022,1843.58,1843.58,1843.58,1,1175,3 year(s) and 2 month(s)
home,los angelos,2022,2193.78,2193.78,2193.78,1,1334,3 year(s) and 7 month(s)
home,los angelos,2022,2632.54,2632.54,2632.54,1,1392,3 year(s) and 9 month(s)
home,los angelos,2022,2688.72,2688.72,2688.72,1,1323,3 year(s) and 7 month(s)
home,los angelos,2022,2993.15,2993.15,2993.15,1,1271,3 year(s) and 5 month(s)
home,los angelos,2022,4562.59,4562.59,4562.59,1,1212,3 year(s) and 3 month(s)
home,los angelos,2023,408.38,408.38,408.38,1,965,2 year(s) and 7 month(s)
home,los angelos,2023,443.34,443.34,443.34,1,944,2 year(s) and 7 month(s)
home,los angelos,2023,499.42,499.42,499.42,1,997,2 year(s) and 8 month(s)
home,los angelos,2023,560.34,560.34,560.34,1,973,2 year(s) and 8 month(s)
home,los angelos,2023,591.12,591.12,591.12,1,967,2 year(s) and 7 month(s)
home,los angelos,2023,697.17,697.17,697.17,1,833,2 year(s) and 3 month(s)
home,los angelos,2023,699.17,699.17,699.17,1,1008,2 year(s) and 9 month(s)
home,los angelos,2023,705.7,705.7,705.7,1,851,2 year(s) and 4 month(s)
home,los angelos,2023,715.26,715.26,715.26,1,708,1 year(s) and 11 month(s)
home,los angelos,2023,726.45,726.45,726.45,1,967,2 year(s) and 7 month(s)
home,los angelos,2023,768.16,1536.32,768.16,2,855,2 year(s) and 4 month(s)
home,los angelos,2023,786.56,786.56,786.56,1,924,2 year(s) and 6 month(s)
home,los angelos,2023,793.91,793.91,793.91,1,1032,2 year(s) and 10 month(s)
home,los angelos,2023,809.99,809.99,809.99,1,764,2 year(s) and 1 month(s)
home,los angelos,2023,882.12,882.12,882.12,1,812,2 year(s) and 2 month(s)
home,los angelos,2023,935.36,935.36,935.36,1,798,2 year(s) and 2 month(s)
home,los angelos,2023,939.84,939.84,939.84,1,812,2 year(s) and 2 month(s)
home,los angelos,2023,980.11,980.11,980.11,1,808,2 year(s) and 2 month(s)
home,los angelos,2023,1066.8,1066.8,1066.8,1,812,2 year(s) and 2 month(s)
home,los angelos,2023,1072.89,1072.89,1072.89,1,745,2 year(s) and 0 month(s)
home,los angelos,2023,1120.68,1120.68,1120.68,1,764,2 year(s) and 1 month(s)
home,los angelos,2023,1173.27,1173.27,1173.27,1,931,2 year(s) and 6 month(s)
home,los angelos,2023,1210.75,1210.75,1210.75,1,798,2 year(s) and 2 month(s)
home,los angelos,2023,1333.5,1333.5,1333.5,1,931,2 year(s) and 6 month(s)
home,los angelos,2023,1411.02,1411.02,1411.02,1,1062,2 year(s) and 11 month(s)
home,los angelos,2023,1881.36,1881.36,1881.36,1,789,2 year(s) and 1 month(s)
home,los angelos,2023,1901.08,1901.08,1901.08,1,1033,2 year(s) and 10 month(s)
home,los angelos,2023,2304.48,2304.48,2304.48,1,706,1 year(s) and 11 month(s)
home,los angelos,2023,4828.14,4828.14,4828.14,1,935,2 year(s) and 6 month(s)
home,los angelos,2024,402.26,402.26,402.26,1,640,1 year(s) and 9 month(s)
home,los angelos,2024,715.26,715.26,715.26,1,652,1 year(s) and 9 month(s)
home,los angelos,2024,1310.94,2621.88,1310.94,2,692,1 year(s) and 10 month(s)
home,philadelphia,2020,159.82,159.82,159.82,1,1857,5 year(s) and 1 month(s)
home,philadelphia,2020,190.4,190.4,190.4,1,1827,5 year(s) and 0 month(s)
home,philadelphia,2020,217.94,217.94,217.94,1,1844,5 year(s) and 0 month(s)
home,philadelphia,2020,242.15,242.15,242.15,1,1885,5 year(s) and 2 month(s)
home,philadelphia,2020,348.77,348.77,348.77,1,1889,5 year(s) and 2 month(s)
home,philadelphia,2020,376.27,376.27,376.27,1,1827,5 year(s) and 0 month(s)
home,philadelphia,2020,393.28,393.28,393.28,1,1915,5 year(s) and 3 month(s)
home,philadelphia,2020,407.93,407.93,407.93,1,1887,5 year(s) and 2 month(s)
home,philadelphia,2020,409.64,409.64,409.64,1,1978,5 year(s) and 5 month(s)
home,philadelphia,2020,499.42,499.42,499.42,1,1959,5 year(s) and 4 month(s)
home,philadelphia,2020,557.74,557.74,557.74,1,1889,5 year(s) and 2 month(s)
home,philadelphia,2020,731.26,731.26,731.26,1,1827,5 year(s) and 0 month(s)
home,philadelphia,2020,751.87,751.87,751.87,1,1929,5 year(s) and 3 month(s)
home,philadelphia,2020,836.6,836.6,836.6,1,2022,5 year(s) and 6 month(s)
home,philadelphia,2020,871.92,871.92,871.92,1,1958,5 year(s) and 4 month(s)
home,philadelphia,2020,950.54,950.54,950.54,1,1845,5 year(s) and 0 month(s)
home,philadelphia,2020,985.2,985.2,985.2,1,1929,5 year(s) and 3 month(s)
home,philadelphia,2020,1843.58,1843.58,1843.58,1,1889,5 year(s) and 2 month(s)
home,philadelphia,2020,2048.2,2048.2,2048.2,1,1929,5 year(s) and 3 month(s)
home,philadelphia,2020,3218.76,3218.76,3218.76,1,1929,5 year(s) and 3 month(s)
home,philadelphia,2021,66.59,66.59,66.59,1,1739,4 year(s) and 9 month(s)
home,philadelphia,2021,106.54,106.54,106.54,1,1549,4 year(s) and 2 month(s)
home,philadelphia,2021,133.18,133.18,133.18,1,1469,4 year(s) and 0 month(s)
home,philadelphia,2021,167.61,167.61,167.61,1,1593,4 year(s) and 4 month(s)
home,philadelphia,2021,217.94,217.94,217.94,1,1517,4 year(s) and 1 month(s)
home,philadelphia,2021,242.15,242.15,242.15,1,1443,3 year(s) and 11 month(s)
home,philadelphia,2021,246.3,246.3,246.3,1,1706,4 year(s) and 8 month(s)
home,philadelphia,2021,470.34,470.34,470.34,1,1499,4 year(s) and 1 month(s)
home,philadelphia,2021,509.91,509.91,509.91,1,1751,4 year(s) and 9 month(s)
home,philadelphia,2021,666.75,666.75,666.75,1,1739,4 year(s) and 9 month(s)
home,philadelphia,2021,686.05,686.05,686.05,1,1661,4 year(s) and 6 month(s)
home,philadelphia,2021,731.26,731.26,731.26,1,1622,4 year(s) and 5 month(s)
home,philadelphia,2021,755.94,755.94,755.94,1,1499,4 year(s) and 1 month(s)
home,philadelphia,2021,786.56,786.56,786.56,1,1700,4 year(s) and 8 month(s)
home,philadelphia,2021,842.78,842.78,842.78,1,1549,4 year(s) and 2 month(s)
home,philadelphia,2021,950.54,950.54,950.54,1,1700,4 year(s) and 8 month(s)
home,philadelphia,2021,980.91,980.91,980.91,1,1590,4 year(s) and 4 month(s)
home,philadelphia,2021,1066.8,1066.8,1066.8,1,1442,3 year(s) and 11 month(s)
home,philadelphia,2021,1072.89,2145.78,1072.89,2,1443,3 year(s) and 11 month(s)
home,philadelphia,2021,1179.85,1179.85,1179.85,1,1504,4 year(s) and 1 month(s)
home,philadelphia,2021,1225.14,2450.28,1225.14,2,1632,4 year(s) and 5 month(s)
home,philadelphia,2021,1229.06,1229.06,1229.06,1,1632,4 year(s) and 5 month(s)
home,philadelphia,2021,1430.56,1430.56,1430.56,1,1453,3 year(s) and 11 month(s)
home,philadelphia,2021,1710.97,1710.97,1710.97,1,1751,4 year(s) and 9 month(s)
home,philadelphia,2021,3072.64,3072.64,3072.64,1,1612,4 year(s) and 5 month(s)
home,philadelphia,2022,167.61,167.61,167.61,1,1407,3 year(s) and 10 month(s)
home,philadelphia,2022,194.18,194.18,194.18,1,1392,3 year(s) and 9 month(s)
home,philadelphia,2022,321.87,321.87,321.87,1,1336,3 year(s) and 8 month(s)
home,philadelphia,2022,348.77,348.77,348.77,1,1289,3 year(s) and 6 month(s)
home,philadelphia,2022,357.63,357.63,357.63,1,1220,3 year(s) and 4 month(s)
home,philadelphia,2022,428.78,428.78,428.78,1,1348,3 year(s) and 8 month(s)
home,philadelphia,2022,509.91,509.91,509.91,1,1271,3 year(s) and 5 month(s)
home,philadelphia,2022,670.44,670.44,670.44,1,1151,3 year(s) and 1 month(s)
home,philadelphia,2022,699.17,699.17,699.17,1,1355,3 year(s) and 8 month(s)
home,philadelphia,2022,726.45,726.45,726.45,1,1133,3 year(s) and 1 month(s)
home,philadelphia,2022,768.16,768.16,768.16,1,1350,3 year(s) and 8 month(s)
home,philadelphia,2022,1066.8,1066.8,1066.8,1,1334,3 year(s) and 7 month(s)
home,philadelphia,2022,1157.71,1157.71,1157.71,1,1079,2 year(s) and 11 month(s)
home,philadelphia,2022,1310.94,1310.94,1310.94,1,1405,3 year(s) and 10 month(s)
home,philadelphia,2022,1360.69,1360.69,1360.69,1,1251,3 year(s) and 5 month(s)
home,philadelphia,2022,1503.74,1503.74,1503.74,1,1173,3 year(s) and 2 month(s)
home,philadelphia,2022,1843.38,1843.38,1843.38,1,1271,3 year(s) and 5 month(s)
home,philadelphia,2022,1901.08,1901.08,1901.08,1,1310,3 year(s) and 7 month(s)
home,philadelphia,2022,3802.16,3802.16,3802.16,1,1151,3 year(s) and 1 month(s)
home,philadelphia,2022,4499.95,4499.95,4499.95,1,1136,3 year(s) and 1 month(s)
home,philadelphia,2023,161.82,161.82,161.82,1,944,2 year(s) and 7 month(s)
home,philadelphia,2023,249.71,249.71,249.71,1,907,2 year(s) and 5 month(s)
home,philadelphia,2023,271.95,271.95,271.95,1,956,2 year(s) and 7 month(s)
home,philadelphia,2023,312.14,312.14,312.14,1,1062,2 year(s) and 11 month(s)
home,philadelphia,2023,321.87,321.87,321.87,1,745,2 year(s) and 0 month(s)
home,philadelphia,2023,392.36,392.36,392.36,1,798,2 year(s) and 2 month(s)
home,philadelphia,2023,504.31,1008.62,504.31,2,1024,2 year(s) and 9 month(s)
home,philadelphia,2023,529.27,529.27,529.27,1,935,2 year(s) and 6 month(s)
home,philadelphia,2023,560.34,1120.68,560.34,2,763,2 year(s) and 1 month(s)
home,philadelphia,2023,731.26,731.26,731.26,1,997,2 year(s) and 8 month(s)
home,philadelphia,2023,761.62,761.62,761.62,1,725,1 year(s) and 12 month(s)
home,philadelphia,2023,793.91,793.91,793.91,1,814,2 year(s) and 2 month(s)
home,philadelphia,2023,855.49,855.49,855.49,1,973,2 year(s) and 8 month(s)
home,philadelphia,2023,894.1,894.1,894.1,1,817,2 year(s) and 2 month(s)
home,philadelphia,2023,1144.42,1144.42,1144.42,1,967,2 year(s) and 7 month(s)
home,philadelphia,2023,1176.16,1176.16,1176.16,1,956,2 year(s) and 7 month(s)
home,philadelphia,2023,1229.06,1229.06,1229.06,1,898,2 year(s) and 5 month(s)
home,philadelphia,2023,1333.5,1333.5,1333.5,1,758,2 year(s) and 0 month(s)
home,philadelphia,2023,1382.54,1382.54,1382.54,1,758,2 year(s) and 0 month(s)
home,philadelphia,2023,1411.02,1411.02,1411.02,1,833,2 year(s) and 3 month(s)
home,philadelphia,2023,1536.15,1536.15,1536.15,1,725,1 year(s) and 12 month(s)
home,philadelphia,2023,1715.12,1715.12,1715.12,1,944,2 year(s) and 7 month(s)
home,philadelphia,2023,1747.92,1747.92,1747.92,1,758,2 year(s) and 0 month(s)
home,philadelphia,2023,1800.22,1800.22,1800.22,1,907,2 year(s) and 5 month(s)
home,philadelphia,2023,2267.82,2267.82,2267.82,1,841,2 year(s) and 3 month(s)
home,philadelphia,2023,2304.48,2304.48,2304.48,1,1035,2 year(s) and 10 month(s)
home,philadelphia,2023,2682.3,2682.3,2682.3,1,1033,2 year(s) and 10 month(s)
home,philadelphia,2023,2806.08,2806.08,2806.08,1,808,2 year(s) and 2 month(s)
home,philadelphia,2023,2925.04,2925.04,2925.04,1,820,2 year(s) and 3 month(s)
home,philadelphia,2023,3383.42,6766.84,3383.42,2,841,2 year(s) and 3 month(s)
home,philadelphia,2024,133.18,133.18,133.18,1,590,1 year(s) and 7 month(s)
home,philadelphia,2024,246.3,246.3,246.3,1,604,1 year(s) and 7 month(s)
home,philadelphia,2024,280.93,280.93,280.93,1,590,1 year(s) and 7 month(s)
home,philadelphia,2024,338.5,338.5,338.5,1,658,1 year(s) and 9 month(s)
home,philadelphia,2024,348.77,348.77,348.77,1,628,1 year(s) and 8 month(s)
home,philadelphia,2024,509.91,509.91,509.91,1,662,1 year(s) and 9 month(s)
home,philadelphia,2024,2682.3,2682.3,2682.3,1,580,1 year(s) and 7 month(s)
office,atlanta,2020,69.08,69.08,69.08,1,1888,5 year(s) and 2 month(s)
office,atlanta,2020,213.28,213.28,213.28,1,2005,5 year(s) and 6 month(s)
office,atlanta,2020,413.78,413.78,413.78,1,1878,5 year(s) and 1 month(s)
office,atlanta,2020,490.79,490.79,490.79,1,1822,4 year(s) and 12 month(s)
office,atlanta,2020,646.04,646.04,646.04,1,1929,5 year(s) and 3 month(s)
office,atlanta,2020,904.48,904.48,904.48,1,2029,5 year(s) and 6 month(s)
office,atlanta,2020,1004.94,1004.94,1004.94,1,1845,5 year(s) and 0 month(s)
office,atlanta,2020,1220.3,1220.3,1220.3,1,2004,5 year(s) and 5 month(s)
office,atlanta,2020,1472.37,1472.37,1472.37,1,2000,5 year(s) and 5 month(s)
office,atlanta,2020,1498.07,1498.07,1498.07,1,2022,5 year(s) and 6 month(s)
office,atlanta,2020,1660.93,1660.93,1660.93,1,1827,5 year(s) and 0 month(s)
office,atlanta,2020,1845.48,1845.48,1845.48,1,1929,5 year(s) and 3 month(s)
office,atlanta,2020,1963.16,1963.16,1963.16,1,1883,5 year(s) and 1 month(s)
office,atlanta,2020,2412.63,2412.63,2412.63,1,2021,5 year(s) and 6 month(s)
office,atlanta,2020,2620.35,2620.35,2620.35,1,1919,5 year(s) and 3 month(s)
office,atlanta,2020,4021.05,4021.05,4021.05,1,1854,5 year(s) and 0 month(s)
office,atlanta,2021,27.63,27.63,27.63,1,1448,3 year(s) and 11 month(s)
office,atlanta,2021,290.72,290.72,290.72,1,1443,3 year(s) and 11 month(s)
office,atlanta,2021,408.51,408.51,408.51,1,1739,4 year(s) and 9 month(s)
office,atlanta,2021,508.77,508.77,508.77,1,1563,4 year(s) and 3 month(s)
office,atlanta,2021,533.2,533.2,533.2,1,1593,4 year(s) and 4 month(s)
office,atlanta,2021,643.37,643.37,643.37,1,1779,4 year(s) and 10 month(s)
office,atlanta,2021,646.04,646.04,646.04,1,1526,4 year(s) and 2 month(s)
office,atlanta,2021,669.96,669.96,669.96,1,1602,4 year(s) and 4 month(s)
office,atlanta,2021,756.54,756.54,756.54,1,1549,4 year(s) and 2 month(s)
office,atlanta,2021,799.8,799.8,799.8,1,1579,4 year(s) and 3 month(s)
office,atlanta,2021,835.41,835.41,835.41,1,1704,4 year(s) and 8 month(s)
office,atlanta,2021,1004.94,1004.94,1004.94,1,1504,4 year(s) and 1 month(s)
office,atlanta,2021,1008.72,1008.72,1008.72,1,1648,4 year(s) and 6 month(s)
office,atlanta,2021,1098.27,1098.27,1098.27,1,1453,3 year(s) and 11 month(s)
office,atlanta,2021,1157.3,1157.3,1157.3,1,1739,4 year(s) and 9 month(s)
office,atlanta,2021,1397.52,1397.52,1397.52,1,1634,4 year(s) and 5 month(s)
office,atlanta,2021,1608.42,1608.42,1608.42,1,1517,4 year(s) and 1 month(s)
office,atlanta,2021,2701.53,2701.53,2701.53,1,1497,4 year(s) and 1 month(s)
office,atlanta,2021,3329.04,3329.04,3329.04,1,1622,4 year(s) and 5 month(s)
office,atlanta,2021,3623.16,3623.16,3623.16,1,1590,4 year(s) and 4 month(s)
office,atlanta,2022,672.48,672.48,672.48,1,1323,3 year(s) and 7 month(s)
office,atlanta,2022,698.76,698.76,698.76,1,1118,3 year(s) and 0 month(s)
office,atlanta,2022,724.63,724.63,724.63,1,1334,3 year(s) and 7 month(s)
office,atlanta,2022,744.34,1488.68,744.34,2,1248,3 year(s) and 5 month(s)
office,atlanta,2022,771.54,771.54,771.54,1,1148,3 year(s) and 1 month(s)
office,atlanta,2022,827.04,827.04,827.04,1,1348,3 year(s) and 8 month(s)
office,atlanta,2022,832.26,832.26,832.26,1,1392,3 year(s) and 9 month(s)
office,atlanta,2022,872.15,872.15,872.15,1,1323,3 year(s) and 7 month(s)
office,atlanta,2022,873.45,873.45,873.45,1,1345,3 year(s) and 8 month(s)
office,atlanta,2022,1004.94,1004.94,1004.94,1,1248,3 year(s) and 5 month(s)
office,atlanta,2022,1230.32,1230.32,1230.32,1,1173,3 year(s) and 2 month(s)
office,atlanta,2022,1968.51,1968.51,1968.51,1,1310,3 year(s) and 7 month(s)
office,atlanta,2022,2035.08,2035.08,2035.08,1,1110,3 year(s) and 0 month(s)
office,atlanta,2022,2453.95,2453.95,2453.95,1,1319,3 year(s) and 7 month(s)
office,atlanta,2022,2481.12,2481.12,2481.12,1,1173,3 year(s) and 2 month(s)
office,atlanta,2022,4367.25,4367.25,4367.25,1,1197,3 year(s) and 3 month(s)
office,atlanta,2023,31.09,31.09,31.09,1,855,2 year(s) and 4 month(s)
office,atlanta,2023,127.81,127.81,127.81,1,764,2 year(s) and 1 month(s)
office,atlanta,2023,136.17,136.17,136.17,1,931,2 year(s) and 6 month(s)
office,atlanta,2023,138.16,138.16,138.16,1,898,2 year(s) and 5 month(s)
office,atlanta,2023,213.28,213.28,213.28,1,834,2 year(s) and 3 month(s)
office,atlanta,2023,232.75,232.75,232.75,1,764,2 year(s) and 1 month(s)
office,atlanta,2023,239.94,239.94,239.94,1,997,2 year(s) and 8 month(s)
office,atlanta,2023,385.77,385.77,385.77,1,924,2 year(s) and 6 month(s)
office,atlanta,2023,420.3,420.3,420.3,1,726,1 year(s) and 12 month(s)
office,atlanta,2023,482.21,482.21,482.21,1,834,2 year(s) and 3 month(s)
office,atlanta,2023,516.83,516.83,516.83,1,1035,2 year(s) and 10 month(s)
office,atlanta,2023,552.46,552.46,552.46,1,812,2 year(s) and 2 month(s)
office,atlanta,2023,775.25,775.25,775.25,1,798,2 year(s) and 2 month(s)
office,atlanta,2023,803.95,803.95,803.95,1,764,2 year(s) and 1 month(s)
office,atlanta,2023,810.46,810.46,810.46,1,726,1 year(s) and 12 month(s)
office,atlanta,2023,815.21,815.21,815.21,1,767,2 year(s) and 1 month(s)
office,atlanta,2023,835.41,835.41,835.41,1,997,2 year(s) and 8 month(s)
office,atlanta,2023,872.15,1744.3,872.15,2,932,2 year(s) and 6 month(s)
office,atlanta,2023,904.48,904.48,904.48,1,851,2 year(s) and 4 month(s)
office,atlanta,2023,959.76,959.76,959.76,1,967,2 year(s) and 7 month(s)
office,atlanta,2023,1008.72,1008.72,1008.72,1,935,2 year(s) and 6 month(s)
office,atlanta,2023,1066.4,1066.4,1066.4,1,758,2 year(s) and 0 month(s)
office,atlanta,2023,1162.87,1162.87,1162.87,1,956,2 year(s) and 7 month(s)
office,atlanta,2023,1292.08,1292.08,1292.08,1,924,2 year(s) and 6 month(s)
office,atlanta,2023,1331.62,1331.62,1331.62,1,973,2 year(s) and 8 month(s)
office,atlanta,2023,1464.36,1464.36,1464.36,1,817,2 year(s) and 2 month(s)
office,atlanta,2023,1572.21,1572.21,1572.21,1,1033,2 year(s) and 10 month(s)
office,atlanta,2023,1797.95,1797.95,1797.95,1,789,2 year(s) and 1 month(s)
office,atlanta,2023,1963.16,1963.16,1963.16,1,763,2 year(s) and 1 month(s)
office,atlanta,2023,2440.6,2440.6,2440.6,1,1066,2 year(s) and 11 month(s)
office,atlanta,2023,2717.37,2717.37,2717.37,1,1008,2 year(s) and 9 month(s)
office,atlanta,2023,3329.04,6658.08,3329.04,2,834,2 year(s) and 3 month(s)
office,atlanta,2023,3745.17,3745.17,3745.17,1,817,2 year(s) and 2 month(s)
office,atlanta,2024,217.87,217.87,217.87,1,658,1 year(s) and 9 month(s)
office,atlanta,2024,646.04,646.04,646.04,1,590,1 year(s) and 7 month(s)
office,atlanta,2024,1240.56,1240.56,1240.56,1,658,1 year(s) and 9 month(s)
office,atlanta,2024,1620.92,1620.92,1620.92,1,646,1 year(s) and 9 month(s)
office,atlanta,2024,1674.9,1674.9,1674.9,1,658,1 year(s) and 9 month(s)
office,atlanta,2024,2067.6,2067.6,2067.6,1,658,1 year(s) and 9 month(s)
office,chicago,2020,334.98,334.98,334.98,1,1885,5 year(s) and 2 month(s)
office,chicago,2020,465.5,465.5,465.5,1,2008,5 year(s) and 6 month(s)
office,chicago,2020,482.21,482.21,482.21,1,1822,4 year(s) and 12 month(s)
office,chicago,2020,490.79,490.79,490.79,1,1915,5 year(s) and 3 month(s)
office,chicago,2020,492.13,492.13,492.13,1,1822,4 year(s) and 12 month(s)
office,chicago,2020,639.84,639.84,639.84,1,1888,5 year(s) and 2 month(s)
office,chicago,2020,668.33,668.33,668.33,1,2006,5 year(s) and 6 month(s)
office,chicago,2020,799.09,799.09,799.09,1,2029,5 year(s) and 6 month(s)
office,chicago,2020,1008.72,1008.72,1008.72,1,1857,5 year(s) and 1 month(s)
office,chicago,2020,1034.44,1034.44,1034.44,1,1857,5 year(s) and 1 month(s)
office,chicago,2020,1260.9,1260.9,1260.9,1,1905,5 year(s) and 2 month(s)
office,chicago,2020,1647.4,1647.4,1647.4,1,1845,5 year(s) and 0 month(s)
office,chicago,2020,1695.9,1695.9,1695.9,1,1840,5 year(s) and 0 month(s)
office,chicago,2020,2762.3,2762.3,2762.3,1,2029,5 year(s) and 6 month(s)
office,chicago,2020,3660.9,3660.9,3660.9,1,2021,5 year(s) and 6 month(s)
office,chicago,2021,55.26,55.26,55.26,1,1469,4 year(s) and 0 month(s)
office,chicago,2021,258.61,258.61,258.61,1,1687,4 year(s) and 7 month(s)
office,chicago,2021,383.43,383.43,383.43,1,1739,4 year(s) and 9 month(s)
office,chicago,2021,413.52,413.52,413.52,1,1632,4 year(s) and 5 month(s)
office,chicago,2021,482.21,482.21,482.21,1,1593,4 year(s) and 4 month(s)
office,chicago,2021,610.15,610.15,610.15,1,1433,3 year(s) and 11 month(s)
office,chicago,2021,669.96,669.96,669.96,1,1442,3 year(s) and 11 month(s)
office,chicago,2021,804.21,804.21,804.21,1,1438,3 year(s) and 11 month(s)
office,chicago,2021,867.98,867.98,867.98,1,1751,4 year(s) and 9 month(s)
office,chicago,2021,984.26,984.26,984.26,1,1739,4 year(s) and 9 month(s)
office,chicago,2021,1134.81,1134.81,1134.81,1,1706,4 year(s) and 8 month(s)
office,chicago,2021,1447.58,1447.58,1447.58,1,1469,4 year(s) and 0 month(s)
office,chicago,2021,1498.29,1498.29,1498.29,1,1504,4 year(s) and 1 month(s)
office,chicago,2021,1664.52,1664.52,1664.52,1,1622,4 year(s) and 5 month(s)
office,chicago,2021,1811.58,1811.58,1811.58,1,1655,4 year(s) and 6 month(s)
office,chicago,2021,1830.45,1830.45,1830.45,1,1453,3 year(s) and 11 month(s)
office,chicago,2021,2067.6,2067.6,2067.6,1,1704,4 year(s) and 8 month(s)
office,chicago,2021,2171.37,2171.37,2171.37,1,1751,4 year(s) and 9 month(s)
office,chicago,2021,3241.84,3241.84,3241.84,1,1687,4 year(s) and 7 month(s)
office,chicago,2022,55.26,55.26,55.26,1,1336,3 year(s) and 8 month(s)
office,chicago,2022,69.08,69.08,69.08,1,1212,3 year(s) and 3 month(s)
office,chicago,2022,124.34,124.34,124.34,1,1169,3 year(s) and 2 month(s)
office,chicago,2022,413.52,413.52,413.52,1,1220,3 year(s) and 4 month(s)
office,chicago,2022,426.03,426.03,426.03,1,1334,3 year(s) and 7 month(s)
office,chicago,2022,533.2,533.2,533.2,1,1392,3 year(s) and 9 month(s)
office,chicago,2022,553.64,553.64,553.64,1,1334,3 year(s) and 7 month(s)
office,chicago,2022,568.04,568.04,568.04,1,1357,3 year(s) and 8 month(s)
office,chicago,2022,615.16,615.16,615.16,1,1319,3 year(s) and 7 month(s)
office,chicago,2022,744.34,744.34,744.34,1,1323,3 year(s) and 7 month(s)
office,chicago,2022,771.54,771.54,771.54,1,1345,3 year(s) and 8 month(s)
office,chicago,2022,799.8,799.8,799.8,1,1355,3 year(s) and 8 month(s)
office,chicago,2022,872.15,872.15,872.15,1,1220,3 year(s) and 4 month(s)
office,chicago,2022,1066.4,1066.4,1066.4,1,1229,3 year(s) and 4 month(s)
office,chicago,2022,1130.6,1130.6,1130.6,1,1350,3 year(s) and 8 month(s)
office,chicago,2022,1177.9,1177.9,1177.9,1,1319,3 year(s) and 7 month(s)
office,chicago,2022,1464.36,1464.36,1464.36,1,1110,3 year(s) and 0 month(s)
office,chicago,2022,1472.37,1472.37,1472.37,1,1109,3 year(s) and 0 month(s)
office,chicago,2022,1674.9,1674.9,1674.9,1,1151,3 year(s) and 1 month(s)
office,chicago,2022,1681.2,1681.2,1681.2,1,1289,3 year(s) and 6 month(s)
office,chicago,2022,1811.58,1811.58,1811.58,1,1334,3 year(s) and 7 month(s)
office,chicago,2022,1845.48,3690.96,1845.48,2,1405,3 year(s) and 10 month(s)
office,chicago,2022,1963.16,1963.16,1963.16,1,1319,3 year(s) and 7 month(s)
office,chicago,2022,2620.35,2620.35,2620.35,1,1289,3 year(s) and 6 month(s)
office,chicago,2022,4528.95,4528.95,4528.95,1,1227,3 year(s) and 4 month(s)
office,chicago,2023,239.94,239.94,239.94,1,706,1 year(s) and 11 month(s)
office,chicago,2023,290.72,290.72,290.72,1,726,1 year(s) and 12 month(s)
office,chicago,2023,372.17,372.17,372.17,1,831,2 year(s) and 3 month(s)
office,chicago,2023,383.43,383.43,383.43,1,997,2 year(s) and 8 month(s)
office,chicago,2023,392.63,392.63,392.63,1,1065,2 year(s) and 11 month(s)
